,id,date,user_id,username,name,tweet,replies_count,retweets_count,likes_count
75,1513848281801056258,2022-04-12,1609031,manufosela,Mánu Fosela,"De los 21, hay 7 desarrolladoras de @Adalab_Digital, 4 de @4GeeksAcademyES, 2 de @CodenotchMAD, 1 de @socratech_ , 1 de @TheBridge_Tech, 1 de @ITAcademy, 1 de @nebulova_es y de FP-DAW y autodidactas.",3,3,12
76,1513867656180477953,2022-04-12,1026530062923968513,codenotchmad,Codenotch,@manufosela @Adalab_Digital @4GeeksAcademyES @socratech_ @TheBridge_Tech @ITAcademy @nebulova_es Muy orgullosos de nuestros Top Notch Coders🚀 Mucho ánimo a esa 6ª #GeneracionK  de  @kairos_ds con todo lo nuevo👏,0,0,0
77,1513807125205684224,2022-04-12,1162694149956603904,thebridge_tech,The Bridge,A la vuelta de #SemanaSantaSevilla toca👉 #bootcamps🧑‍💻Especialízate en #datascience o #desarrollowebfullstack con nuestros programas en colaboración con @ENCamaraSevilla ¡Estudia en pleno centro de Sevilla! Y en unos meses sal a comerte el sector tech🚀 https://t.co/1MQSzZSqLv  https://t.co/ggtxFWCV72,0,1,3
78,1516048336477995008,2022-04-18,604485175,bertinha84,Berta Otero,@alinnfm @TheBridge_Tech  https://t.co/0IWmJ42wab,0,0,0
79,1515933948001632256,2022-04-18,604485175,bertinha84,Berta Otero,Hoy empiezo en un ratito mi camino en el Ux/ui de la mano de @TheBridge_Tech en su bootcamp. Tengo un nudo enorme en el estómago y todas las ganas de aprender. A por todas voy!,5,1,6
80,1515944204127645701,2022-04-18,147003255,marcosdlcs,Marcos de la Calle,@bertinha84 @TheBridge_Tech Mucha suerte en la nueva aventura.  ¡No olvides compartir tu camino y tus experiencias!   Seguro que son de utilidad para la comunidad.  💪,1,0,1
81,1515945939508375556,2022-04-18,604485175,bertinha84,Berta Otero,"@marcosDLCS @TheBridge_Tech Lo haré, gracias Marcos 🙂",0,0,0
82,1515970019733258247,2022-04-18,1162694149956603904,thebridge_tech,The Bridge,@bertinha84 Ese nudo es presagio de algo bueno 😆¡Bienvenida a @TheBridge_Tech ! Muchas horas de #UXUI te esperan 🙌 ¡sin miedo!,0,0,1
83,1516044530348347394,2022-04-18,3063927221,alinnfm,ali,@bertinha84 @TheBridge_Tech ¡¡Que emoción!! 🤗 Todo lo bueno del mundo para ti en esta etapa 🏆,1,0,1
84,1516067228344533003,2022-04-18,397537147,andreamaganrey,Andrea,@bertinha84 @TheBridge_Tech A por ello @bertinha84  https://t.co/tz445Lv3mV,1,0,1
85,1516070347854028804,2022-04-18,604485175,bertinha84,Berta Otero,@AndreaMaganRey @TheBridge_Tech  https://t.co/fpGUkYnGX4,0,0,1
86,1516440085486575617,2022-04-19,1162694149956603904,thebridge_tech,The Bridge,"▶Os presentamos a Jesús, alumni recién graduado del #bootcamp de #digitalmarketingops que tras acabar la carrera se lanzó en busca de una especialización en #MarketingDigital ¡Gracias Jesús por compartir tu experiencia y mucha suerte! 🚀 Más info 👉 https://t.co/GtnhQmDsGP  https://t.co/4VV7VDyjjP",0,0,1
87,1516505700595388430,2022-04-19,16512007,jmnavarro,JM,@bertinha84 @TheBridge_Tech 👏🏻👏🏻👏🏻  🙌🏻,0,0,1
